,prix_maj,prix_valeur,prix_nom
25631,2024-01-15 22:36:00+00:00,0.898,GPLc
25632,2024-01-16 10:57:41+00:00,0.94,GPLc
25647,2024-01-16 09:39:35+00:00,0.978,E85
25651,2024-01-15 19:31:00+00:00,0.899,E85
25652,2023-12-28 07:39:09+00:00,0.899,E85
25658,2024-01-16 07:58:41+00:00,0.979,E85
25671,2024-01-16 07:36:32+00:00,0.998,E85
25681,2024-01-11 11:36:19+00:00,0.848,E85
25685,2024-01-15 19:31:00+00:00,0.939,GPLc
25700,2023-10-30 16:11:27+00:00,0.999,E85
25719,2024-01-02 15:55:31+00:00,1.04,E85
25726,2024-01-15 08:58:11+00:00,0.848,E85
25737,2023-10-10 08:54:01+00:00,1.099,GPLc
25742,2024-01-15 21:00:00+00:00,0.999,GPLc
25751,2024-01-02 07:35:11+00:00,0.848,E85
25760,2024-01-16 08:05:15+00:00,0.929,E85
25770,2024-01-15 08:14:36+00:00,0.875,E85
25771,2024-01-15 23:50:00+00:00,0.981,E85
25773,2024-01-05 07:56:24+00:00,0.919,E85
25776,2023-08-04 08:46:25+00:00,1.29,E85
25785,2024-01-03 09:19:36+00:00,0.899,E85
25791,2024-01-02 00:10:00+00:00,0.958,GPLc
25792,2024-01-08 10:28:11+00:00,0.979,GPLc
25809,2024-01-16 08:45:04+00:00,0.98,E85
25816,2024-01-15 18:15:00+00:00,0.899,E85
25819,2023-12-13 10:47:19+00:00,1.025,GPLc
25821,2024-01-10 08:38:31+00:00,0.848,E85
25829,2024-01-15 09:54:46+00:00,0.909,E85
25831,2024-01-15 19:31:00+00:00,0.899,E85
25843,2024-01-15 19:31:00+00:00,0.899,E85
25845,2024-01-15 14:00:00+00:00,0.96,E85
25853,2024-01-16 00:01:00+00:00,1.099,E85
25862,2024-01-11 10:00:16+00:00,0.848,E85
25868,2024-01-15 19:31:00+00:00,0.919,E85
25872,2024-01-15 19:31:00+00:00,1.054,GPLc
25880,2023-03-21 12:45:00+00:00,1.094,GPLc
25894,2024-01-15 10:16:00+00:00,0.937,E85
25903,2024-01-15 19:31:00+00:00,0.919,GPLc
25905,2023-12-19 08:02:30+00:00,1.049,E85
25908,2024-01-15 19:31:00+00:00,0.919,GPLc
25909,2024-01-11 06:00:00+00:00,1.104,E85
25910,2024-01-04 08:34:20+00:00,0.848,E85
25911,2024-01-16 10:55:04+00:00,0.999,E85
25920,2024-01-16 08:11:59+00:00,0.954,E85
25940,2023-11-11 12:06:53+00:00,0.959,E85
25947,2024-01-03 09:48:16+00:00,0.869,E85
25948,2024-01-13 23:54:00+00:00,0.879,E85
25964,2024-01-05 11:58:30+00:00,0.949,E85
25968,2024-01-13 19:28:32+00:00,0.929,GPLc
25976,2024-01-15 19:31:00+00:00,1.054,GPLc
25979,2024-01-10 10:33:28+00:00,0.849,E85
25981,2023-04-08 10:26:35+00:00,1.549,E85
25990,2024-01-15 19:31:00+00:00,0.999,E85
26002,2024-01-16 10:42:00+00:00,0.928,E85
26006,2024-01-15 19:31:00+00:00,0.999,E85
26010,2024-01-15 19:31:00+00:00,0.919,E85
26013,2024-01-16 07:51:00+00:00,0.929,GPLc
26021,2024-01-06 08:34:25+00:00,0.96,GPLc
26024,2024-01-10 10:08:29+00:00,0.969,E85
26031,2024-01-11 10:22:39+00:00,0.999,E85
26081,2024-01-15 06:53:50+00:00,0.848,E85
26095,2024-01-16 09:40:00+00:00,0.958,E85
26114,2024-01-13 09:59:28+00:00,0.909,E85
26115,2024-01-15 19:31:00+00:00,0.899,E85
26160,2024-01-16 09:56:10+00:00,1.049,GPLc
26162,2024-01-16 06:00:00+00:00,1.083,GPLc
26171,2024-01-15 19:31:00+00:00,0.955,GPLc
26174,2024-01-15 09:24:02+00:00,0.848,E85
26177,2024-01-11 08:51:02+00:00,0.848,E85
26178,2023-11-25 20:00:00+00:00,0.95,GPLc
26182,2024-01-15 19:31:00+00:00,0.899,E85
26190,2024-01-15 19:31:00+00:00,0.899,E85
26194,2024-01-12 09:14:44+00:00,0.979,E85
26206,2024-01-11 16:31:35+00:00,0.959,E85
26208,2024-01-15 19:31:00+00:00,0.899,E85
26219,2024-01-15 19:31:00+00:00,1.054,GPLc
26221,2024-01-15 19:31:00+00:00,0.919,E85
26223,2024-01-12 09:44:59+00:00,0.936,E85
26225,2024-01-16 06:50:12+00:00,0.981,E85
26232,2024-01-16 09:30:00+00:00,1.408,GPLc
26233,2024-01-11 00:01:00+00:00,0.989,E85
26236,2023-11-06 13:14:02+00:00,0.959,E85
26238,2024-01-04 10:03:18+00:00,0.849,E85
26243,2024-01-16 07:51:00+00:00,0.873,E85
26245,2024-01-15 00:01:00+00:00,1.029,GPLc
26253,2024-01-15 14:00:00+00:00,1.151,GPLc
26267,2024-01-09 01:08:00+00:00,0.999,E85
26268,2023-12-05 08:07:05+00:00,0.998,E85
26280,2024-01-16 09:00:00+00:00,0.981,GPLc
26285,2023-12-20 11:26:43+00:00,0.986,E85
26296,2024-01-12 14:32:29+00:00,0.909,E85
26313,2024-01-04 19:00:00+00:00,0.848,E85
26314,2024-01-15 00:01:00+00:00,0.914,GPLc
26319,2024-01-05 11:01:22+00:00,1.09,E85
26322,2024-01-12 13:13:25+00:00,0.848,E85
26324,2024-01-13 01:02:00+00:00,0.987,GPLc
26334,2024-01-12 08:03:00+00:00,0.979,GPLc
26347,2024-01-16 00:26:00+00:00,0.943,E85
26348,2024-01-16 07:40:17+00:00,0.985,GPLc
26362,2024-01-08 09:19:18+00:00,0.848,E85
26363,2024-01-12 09:19:05+00:00,0.947,E85
26369,2024-01-15 19:31:00+00:00,0.899,E85
26373,2024-01-05 11:27:44+00:00,0.919,E85
26377,2024-01-13 10:01:08+00:00,0.898,E85
26381,2024-01-15 18:26:15+00:00,0.849,E85
26386,2023-11-21 12:28:31+00:00,0.96,GPLc
26399,2024-01-16 11:18:00+00:00,0.919,E85
26401,2024-01-05 11:59:00+00:00,0.848,E85
26409,2023-12-21 09:32:46+00:00,0.959,E85
26411,2024-01-16 08:00:00+00:00,0.969,GPLc
26416,2024-01-10 09:03:55+00:00,0.899,E85
26422,2024-01-15 19:31:00+00:00,0.899,E85
26433,2024-01-03 09:27:57+00:00,0.849,E85
26434,2024-01-15 19:31:00+00:00,0.999,E85
26435,2024-01-15 19:31:00+00:00,1.054,GPLc
26444,2024-01-08 10:13:58+00:00,0.849,E85
26454,2023-12-23 19:39:18+00:00,0.899,E85
26459,2023-12-15 06:00:00+00:00,1.06,GPLc
26460,2024-01-16 08:48:24+00:00,0.849,E85
26469,2024-01-16 11:27:34+00:00,1.06,GPLc
26481,2024-01-16 08:22:30+00:00,0.919,GPLc
26483,2024-01-09 06:41:45+00:00,0.848,E85
26484,2024-01-15 19:31:00+00:00,0.919,GPLc
26487,2024-01-15 19:31:00+00:00,0.899,E85
26492,2024-01-12 06:29:47+00:00,0.849,E85
26494,2024-01-03 09:30:00+00:00,0.849,E85
26503,2024-01-16 08:43:14+00:00,0.929,E85
26515,2023-12-14 10:49:42+00:00,0.921,GPLc
26516,2024-01-15 19:31:00+00:00,0.925,GPLc
26536,2024-01-15 19:31:00+00:00,0.899,E85
26541,2024-01-13 07:14:20+00:00,0.879,E85
26543,2024-01-15 19:31:00+00:00,0.899,E85
26544,2024-01-15 19:31:00+00:00,0.959,GPLc
26547,2024-01-16 08:30:00+00:00,0.899,E85
26558,2023-08-03 13:35:00+00:00,1.049,GPLc
26560,2024-01-04 13:30:00+00:00,0.959,E85
26562,2024-01-09 10:22:04+00:00,0.909,E85
26577,2024-01-15 19:31:00+00:00,0.974,GPLc
26580,2023-12-24 12:37:33+00:00,0.999,E85
26604,2024-01-13 17:16:46+00:00,0.848,E85
26609,2024-01-09 10:45:00+00:00,0.848,E85
26611,2024-01-15 19:31:00+00:00,1.054,GPLc
26615,2024-01-16 11:27:32+00:00,1.0,GPLc
26621,2024-01-05 08:30:00+00:00,0.849,E85
26632,2024-01-15 23:59:00+00:00,0.987,GPLc
26633,2023-12-29 10:33:21+00:00,0.899,E85
26636,2024-01-09 07:39:55+00:00,0.848,E85
26637,2023-08-21 17:43:17+00:00,1.06,GPLc
26639,2024-01-15 19:31:00+00:00,0.899,E85
26650,2024-01-15 19:31:00+00:00,0.899,E85
26658,2024-01-02 09:25:17+00:00,0.849,E85
26660,2023-12-04 15:42:57+00:00,0.929,E85
26662,2023-07-17 09:18:49+00:00,0.999,GPLc
26668,2023-11-02 09:34:17+00:00,1.012,GPLc
26669,2023-11-23 08:53:38+00:00,0.96,E85
26686,2024-01-16 09:37:00+00:00,0.959,GPLc
26688,2023-11-20 05:22:28+00:00,1.08,E85
26696,2023-06-08 07:39:16+00:00,1.98,GPLc
26698,2024-01-12 09:20:00+00:00,0.939,E85
26701,2024-01-12 20:46:12+00:00,0.981,E85
26719,2024-01-15 14:18:15+00:00,0.847,E85
26720,2024-01-04 14:02:22+00:00,0.98,E85
26721,2024-01-13 06:00:00+00:00,1.21,GPLc
26725,2024-01-04 10:17:37+00:00,0.919,E85
26742,2024-01-15 10:57:50+00:00,0.959,E85
26745,2024-01-16 10:42:00+00:00,0.918,GPLc
26749,2024-01-16 10:31:00+00:00,0.889,E85
26754,2024-01-15 20:45:00+00:00,0.969,E85
26758,2023-12-23 07:04:51+00:00,0.959,E85
26766,2024-01-15 10:16:00+00:00,0.946,E85
26786,2023-11-23 11:13:55+00:00,0.985,GPLc
26794,2024-01-02 08:29:26+00:00,0.919,E85
26807,2024-01-12 15:01:01+00:00,0.899,E85
26817,2024-01-12 08:43:10+00:00,0.905,E85
26819,2024-01-15 08:18:31+00:00,0.912,E85
26824,2024-01-06 08:40:07+00:00,0.899,E85
26827,2023-12-20 09:25:38+00:00,1.04,E85
26831,2024-01-16 06:00:00+00:00,1.083,GPLc
26838,2024-01-09 07:36:57+00:00,0.899,E85
26840,2024-01-03 08:51:48+00:00,0.848,E85
26841,2023-12-29 10:33:45+00:00,0.899,E85
26843,2024-01-09 06:00:00+00:00,1.083,GPLc
26871,2024-01-10 18:56:00+00:00,0.899,E85
26872,2023-12-30 19:12:53+00:00,0.92,GPLc
26897,2024-01-08 10:10:01+00:00,0.879,E85
26904,2024-01-15 07:24:53+00:00,0.849,E85
26910,2024-01-02 10:12:11+00:00,0.969,GPLc
26938,2024-01-16 11:07:00+00:00,0.925,GPLc
26939,2024-01-16 07:43:18+00:00,0.919,GPLc
26944,2024-01-16 10:56:00+00:00,0.919,E85
26955,2024-01-13 08:12:27+00:00,0.919,E85
26957,2024-01-15 19:31:00+00:00,0.899,E85
26961,2023-12-08 08:30:00+00:00,1.005,GPLc
26974,2024-01-05 15:48:17+00:00,1.0,E85
26982,2024-01-16 10:31:00+00:00,0.999,GPLc
26983,2024-01-11 05:23:25+00:00,0.945,E85
26991,2024-01-04 08:00:00+00:00,0.949,E85
26995,2024-01-02 08:52:55+00:00,0.979,GPLc
27010,2024-01-15 15:16:39+00:00,0.919,E85
27020,2024-01-16 10:31:00+00:00,0.869,E85
27024,2024-01-16 07:51:00+00:00,0.919,GPLc
27039,2024-01-16 08:32:13+00:00,0.879,E85
27051,2024-01-15 19:31:00+00:00,1.054,GPLc
27059,2024-01-12 20:08:10+00:00,0.919,E85
27064,2024-01-12 09:14:04+00:00,0.949,GPLc
27068,2024-01-15 19:31:00+00:00,0.999,E85
27077,2024-01-15 00:01:00+00:00,0.899,E85
27079,2023-10-31 16:52:45+00:00,1.03,E85
27090,2024-01-16 12:04:13+00:00,1.019,E85
27105,2024-01-16 08:15:25+00:00,0.899,E85
27109,2024-01-15 19:31:00+00:00,0.899,E85
27119,2024-01-15 00:01:00+00:00,0.919,E85
27124,2024-01-15 19:31:00+00:00,1.054,GPLc
27129,2024-01-05 06:44:50+00:00,0.919,E85
27133,2024-01-12 06:15:49+00:00,0.849,E85
27140,2024-01-16 06:00:00+00:00,0.92,E85
27147,2024-01-09 05:36:19+00:00,0.929,E85
27152,2024-01-13 08:18:27+00:00,0.857,E85
27157,2024-01-15 19:31:00+00:00,0.914,GPLc
27163,2023-08-28 09:03:44+00:00,0.996,GPLc
27167,2024-01-13 03:03:00+00:00,1.104,E85
27169,2024-01-16 03:01:00+00:00,0.899,E85
27190,2023-12-29 08:59:24+00:00,1.02,GPLc
27194,2024-01-15 19:31:00+00:00,0.899,E85
27196,2024-01-15 19:31:00+00:00,0.899,E85
27224,2024-01-15 09:46:42+00:00,0.974,GPLc
27228,2023-12-12 16:31:22+00:00,1.083,GPLc
27230,2024-01-15 22:36:00+00:00,0.917,GPLc
27249,2024-01-15 14:00:00+00:00,1.069,GPLc
27252,2024-01-15 19:31:00+00:00,0.919,E85
27259,2024-01-15 19:31:00+00:00,0.919,GPLc
27264,2023-11-03 15:35:00+00:00,1.109,GPLc
27289,2024-01-11 00:01:00+00:00,0.899,E85
27296,2024-01-15 00:01:00+00:00,0.919,E85
27302,2024-01-08 12:54:56+00:00,0.848,E85
27306,2023-10-12 08:59:16+00:00,0.999,E85
27310,2024-01-16 09:05:45+00:00,0.879,E85
27314,2024-01-12 07:52:00+00:00,0.849,E85
27318,2023-11-24 06:59:00+00:00,0.959,E85
27328,2023-10-06 05:00:00+00:00,1.083,GPLc
27329,2024-01-08 08:34:15+00:00,0.979,E85
27330,2024-01-13 07:59:13+00:00,0.848,E85
27332,2024-01-16 07:59:10+00:00,0.919,E85
27341,2024-01-03 22:45:00+00:00,0.999,E85
27345,2024-01-15 19:31:00+00:00,0.919,E85
27349,2024-01-08 20:25:00+00:00,0.99,E85
27359,2024-01-16 09:24:49+00:00,0.919,E85
27402,2024-01-15 10:16:00+00:00,0.919,GPLc
27414,2024-01-15 19:31:00+00:00,0.964,GPLc
27415,2024-01-12 13:55:56+00:00,0.999,E85
27420,2023-12-26 09:29:32+00:00,1.058,E85
27423,2024-01-16 09:46:23+00:00,0.951,E85
27428,2024-01-10 08:09:31+00:00,0.949,E85
27429,2023-12-01 09:00:00+00:00,0.939,GPLc
27444,2024-01-09 09:00:00+00:00,0.848,E85
27445,2024-01-15 00:01:00+00:00,0.899,E85
27461,2024-01-16 09:30:53+00:00,0.848,E85
27462,2024-01-12 08:30:00+00:00,0.899,E85
27468,2023-08-18 08:36:22+00:00,0.979,GPLc
27476,2023-12-12 08:17:12+00:00,0.999,E85
27482,2024-01-16 00:36:00+00:00,0.968,E85
27488,2024-01-12 15:24:22+00:00,0.899,E85
27490,2024-01-15 19:31:00+00:00,0.899,E85
27497,2024-01-09 14:35:08+00:00,0.94,E85
27509,2023-11-14 12:06:09+00:00,0.886,GPLc
27514,2024-01-16 12:09:35+00:00,0.848,E85
27522,2024-01-03 08:00:00+00:00,0.89,E85
27533,2024-01-06 19:07:30+00:00,0.96,E85
27535,2024-01-05 11:02:07+00:00,0.899,E85
27542,2023-07-26 17:26:14+00:00,1.06,GPLc
27546,2024-01-04 09:09:18+00:00,0.849,E85
27549,2024-01-15 19:31:00+00:00,0.919,E85
27555,2023-09-19 08:10:55+00:00,0.969,GPLc
27559,2024-01-16 07:51:00+00:00,0.959,E85
27563,2024-01-12 11:23:05+00:00,1.064,E85
27566,2023-02-24 09:10:17+00:00,1.4,E85
27569,2024-01-15 14:00:00+00:00,1.14,E85
27572,2024-01-02 10:30:45+00:00,0.959,E85
27574,2023-11-06 00:01:00+00:00,0.948,GPLc
27575,2024-01-16 08:30:00+00:00,0.905,E85
27613,2024-01-04 16:33:41+00:00,0.848,E85
27624,2024-01-12 18:59:22+00:00,0.919,E85
27626,2024-01-15 11:30:30+00:00,1.07,GPLc
27630,2023-11-14 09:51:55+00:00,0.959,E85
27637,2024-01-15 10:43:52+00:00,0.94,E85
27644,2024-01-15 19:31:00+00:00,0.899,E85
27650,2024-01-10 07:30:00+00:00,0.889,E85
27657,2024-01-16 08:03:00+00:00,0.93,E85
27675,2024-01-15 19:31:00+00:00,0.899,E85
27677,2024-01-13 09:10:13+00:00,0.849,E85
27679,2024-01-15 00:01:00+00:00,0.899,E85
27682,2024-01-03 09:14:27+00:00,0.995,GPLc
27691,2024-01-04 09:25:15+00:00,0.899,GPLc
27695,2024-01-15 00:01:00+00:00,0.899,E85
27712,2024-01-13 06:58:48+00:00,0.999,GPLc
27713,2024-01-12 09:53:54+00:00,0.869,E85
27718,2024-01-15 19:31:00+00:00,0.919,E85
27721,2024-01-15 19:31:00+00:00,0.919,E85
27722,2024-01-05 06:21:13+00:00,0.851,E85
27745,2024-01-15 08:39:46+00:00,0.899,E85
27757,2024-01-16 09:40:00+00:00,0.899,E85
27762,2024-01-16 09:00:00+00:00,0.919,E85
27771,2024-01-16 08:27:00+00:00,1.042,GPLc
27780,2023-12-06 23:55:00+00:00,0.981,E85
27790,2024-01-16 10:31:00+00:00,0.959,E85
27803,2024-01-15 14:32:49+00:00,0.999,GPLc
27811,2023-12-21 14:07:11+00:00,0.987,GPLc
27823,2024-01-15 00:01:00+00:00,0.899,E85
27827,2024-01-15 19:31:00+00:00,0.919,E85
27841,2024-01-15 00:01:00+00:00,0.899,E85
27859,2024-01-12 08:35:35+00:00,1.009,GPLc
27897,2024-01-15 09:00:00+00:00,0.999,E85
27902,2024-01-10 11:50:32+00:00,0.999,E85
27915,2024-01-16 13:37:00+00:00,0.856,E85
27922,2024-01-12 19:30:58+00:00,0.949,E85
27923,2024-01-15 23:59:00+00:00,0.981,E85
27929,2023-12-13 20:05:04+00:00,0.999,E85
27943,2024-01-15 10:18:08+00:00,0.912,E85
27950,2024-01-02 12:22:01+00:00,0.879,E85
27953,2024-01-10 11:39:21+00:00,0.899,E85
27957,2024-01-08 19:00:00+00:00,0.989,GPLc
27962,2024-01-08 09:25:53+00:00,0.848,E85
27965,2024-01-11 20:22:55+00:00,0.928,E85
27970,2023-10-02 09:17:02+00:00,0.999,GPLc
27977,2024-01-11 08:20:13+00:00,0.971,E85
27984,2024-01-10 08:12:57+00:00,1.24,E85
28000,2024-01-11 09:14:01+00:00,0.897,E85
28001,2024-01-02 08:20:00+00:00,0.966,GPLc
28010,2024-01-15 14:15:53+00:00,0.929,GPLc
28020,2024-01-15 19:31:00+00:00,0.969,GPLc
28029,2024-01-15 19:31:00+00:00,0.919,E85
28062,2024-01-13 08:19:22+00:00,0.915,E85
28071,2024-01-02 09:15:26+00:00,0.849,E85
28072,2024-01-16 09:01:44+00:00,0.981,E85
28078,2024-01-16 07:51:00+00:00,0.848,E85
28085,2024-01-16 06:00:00+00:00,0.899,E85
28089,2023-11-24 09:09:28+00:00,0.935,GPLc
28094,2024-01-15 06:03:03+00:00,0.92,GPLc
28096,2023-09-25 08:00:00+00:00,1.025,GPLc
28099,2024-01-16 08:57:01+00:00,0.959,E85
28107,2023-07-28 06:00:00+00:00,1.154,GPLc
28108,2024-01-16 08:49:21+00:00,0.899,E85
28119,2023-08-09 16:11:34+00:00,0.989,GPLc
28126,2024-01-05 16:19:50+00:00,0.848,E85
28144,2023-11-22 19:46:06+00:00,0.999,GPLc
28151,2024-01-12 10:06:21+00:00,0.868,E85
28155,2024-01-15 19:31:00+00:00,0.899,E85
28167,2023-10-07 06:00:00+00:00,1.083,GPLc
28179,2024-01-15 19:31:00+00:00,0.919,E85
28189,2024-01-16 11:32:00+00:00,0.848,E85
28193,2023-12-09 18:58:00+00:00,0.995,GPLc
28194,2023-03-03 16:45:00+00:00,1.099,GPLc
28197,2024-01-15 00:01:00+00:00,0.899,E85
28199,2024-01-02 09:57:56+00:00,0.948,E85
28207,2024-01-15 07:41:29+00:00,0.848,E85
28211,2024-01-15 19:31:00+00:00,0.899,E85
28227,2024-01-15 19:31:00+00:00,0.979,GPLc
28229,2024-01-08 08:20:07+00:00,0.899,E85
28230,2024-01-02 12:00:00+00:00,0.849,E85
28234,2023-11-15 09:00:00+00:00,1.099,GPLc
28240,2024-01-16 09:37:00+00:00,0.947,GPLc
28259,2024-01-12 09:05:36+00:00,0.879,E85
28261,2024-01-15 19:31:00+00:00,1.024,GPLc
28268,2023-08-03 13:35:00+00:00,1.149,GPLc
28269,2024-01-09 09:19:36+00:00,0.849,E85
28297,2024-01-16 07:30:00+00:00,0.848,E85
28298,2024-01-12 11:32:09+00:00,0.99,E85
28307,2024-01-16 09:43:29+00:00,0.953,GPLc
28308,2024-01-05 09:51:22+00:00,0.919,E85
28311,2024-01-16 07:05:00+00:00,0.879,E85
28327,2023-11-13 16:34:50+00:00,0.909,GPLc
28329,2024-01-15 19:31:00+00:00,0.899,E85
28335,2023-12-27 09:34:25+00:00,0.975,GPLc
28340,2023-12-04 09:25:49+00:00,0.949,GPLc
28347,2023-12-07 13:35:00+00:00,0.999,E85
28374,2023-12-05 08:15:28+00:00,0.999,E85
28390,2024-01-15 14:00:00+00:00,1.081,GPLc
28393,2024-01-12 19:41:17+00:00,0.92,GPLc
28394,2024-01-04 20:15:00+00:00,0.919,E85
28399,2024-01-15 00:01:00+00:00,0.919,E85
28404,2024-01-04 13:30:00+00:00,0.989,E85
28429,2023-11-24 07:37:26+00:00,1.049,GPLc
28432,2024-01-15 12:06:00+00:00,1.083,GPLc
28434,2024-01-08 16:09:27+00:00,0.899,E85
28438,2024-01-03 11:49:21+00:00,1.02,E85
28444,2024-01-05 07:47:05+00:00,0.919,E85
28446,2024-01-15 00:01:00+00:00,0.934,GPLc
28473,2024-01-15 15:16:16+00:00,0.959,E85
28482,2024-01-15 14:00:00+00:00,0.99,E85
28486,2024-01-05 03:01:00+00:00,0.919,E85
28491,2024-01-15 19:31:00+00:00,0.999,GPLc
28506,2024-01-05 20:00:00+00:00,1.25,GPLc
28517,2024-01-06 09:30:00+00:00,0.849,E85
28529,2024-01-15 10:26:10+00:00,0.895,E85
28532,2024-01-03 12:47:59+00:00,0.929,E85
28550,2024-01-15 19:31:00+00:00,0.899,E85
28569,2024-01-09 14:56:25+00:00,0.965,GPLc
28574,2023-12-01 10:46:58+00:00,0.989,E85
28576,2024-01-11 09:40:54+00:00,0.979,GPLc
28587,2024-01-16 00:01:00+00:00,1.149,GPLc
28596,2024-01-12 23:55:00+00:00,0.848,E85
28600,2024-01-15 19:31:00+00:00,0.919,E85
28603,2024-01-03 09:19:44+00:00,0.965,GPLc
28608,2024-01-15 19:31:00+00:00,0.899,E85
28615,2024-01-02 13:38:07+00:00,0.984,GPLc
28623,2024-01-16 09:38:46+00:00,0.92,GPLc
28630,2024-01-15 09:36:14+00:00,0.939,E85
28632,2024-01-12 06:40:21+00:00,0.969,E85
28633,2024-01-15 19:31:00+00:00,0.899,E85
28634,2024-01-15 00:01:00+00:00,0.899,E85
28644,2024-01-15 19:31:00+00:00,1.034,GPLc
28645,2024-01-15 19:31:00+00:00,0.919,E85
28659,2024-01-15 19:31:00+00:00,0.919,E85
28667,2024-01-16 08:00:00+00:00,1.099,GPLc
28682,2024-01-16 03:01:00+00:00,0.899,E85
28687,2024-01-16 00:01:00+00:00,1.134,GPLc
28688,2024-01-16 11:12:00+00:00,1.054,GPLc
28693,2023-09-27 16:35:00+00:00,0.999,E85
28701,2024-01-15 19:31:00+00:00,0.999,E85
28702,2024-01-15 19:31:00+00:00,1.054,GPLc
28707,2024-01-06 23:48:00+00:00,0.889,E85
28710,2024-01-15 19:31:00+00:00,0.899,E85
28711,2024-01-15 19:31:00+00:00,0.945,GPLc
28728,2024-01-05 09:02:57+00:00,0.848,E85
28729,2023-12-23 19:38:57+00:00,0.899,E85
28746,2024-01-04 08:03:46+00:00,0.848,E85
28747,2023-08-03 13:35:00+00:00,1.059,GPLc
28749,2024-01-04 06:00:00+00:00,1.004,E85
28750,2024-01-13 03:02:00+00:00,0.899,E85
28753,2024-01-15 19:31:00+00:00,1.054,GPLc
28772,2024-01-09 08:42:22+00:00,0.848,E85
28774,2024-01-12 14:27:39+00:00,1.014,E85
28784,2024-01-15 19:31:00+00:00,0.909,GPLc
28793,2023-12-26 09:47:01+00:00,0.999,E85
28796,2023-11-06 10:00:00+00:00,0.879,GPLc
28799,2023-11-13 09:00:00+00:00,0.929,GPLc
28807,2024-01-15 19:31:00+00:00,0.899,E85
28810,2024-01-12 08:22:04+00:00,0.899,E85
28811,2024-01-15 23:05:00+00:00,0.987,GPLc
28815,2024-01-15 19:31:00+00:00,0.899,GPLc
28818,2024-01-15 19:31:00+00:00,0.899,E85
28825,2024-01-15 11:17:57+00:00,1.777,E85
28830,2023-08-25 10:37:59+00:00,0.935,GPLc
28832,2024-01-15 19:31:00+00:00,0.899,E85
28840,2024-01-15 19:31:00+00:00,0.899,E85
28841,2024-01-15 19:31:00+00:00,1.029,GPLc
28844,2024-01-02 09:00:13+00:00,0.849,E85
28847,2024-01-05 07:00:57+00:00,0.919,E85
28849,2024-01-15 18:57:42+00:00,0.919,E85
28879,2024-01-12 09:07:02+00:00,0.858,E85
28885,2024-01-16 09:24:49+00:00,0.949,GPLc
28892,2024-01-11 10:18:32+00:00,0.969,E85
28910,2024-01-15 19:31:00+00:00,0.899,E85
28911,2024-01-16 09:42:02+00:00,0.969,E85
28926,2024-01-15 15:16:31+00:00,0.959,E85
28932,2024-01-09 08:30:00+00:00,0.848,E85
28939,2024-01-05 10:50:19+00:00,0.848,E85
28944,2024-01-15 19:20:35+00:00,0.899,E85
28949,2024-01-12 08:12:50+00:00,0.899,E85
28965,2023-12-27 10:25:41+00:00,0.965,GPLc
28967,2023-12-26 08:19:03+00:00,0.929,E85
28971,2024-01-16 09:40:33+00:00,1.091,GPLc
28980,2024-01-13 08:00:00+00:00,1.21,GPLc
28983,2024-01-11 16:58:58+00:00,0.98,E85
28995,2024-01-16 09:05:05+00:00,0.899,E85
28996,2024-01-06 10:37:43+00:00,0.94,GPLc
29025,2024-01-15 22:31:00+00:00,0.919,GPLc
29026,2024-01-11 09:33:37+00:00,0.849,E85
29031,2024-01-11 09:13:08+00:00,0.849,E85
29038,2024-01-15 19:00:00+00:00,0.889,E85
29042,2024-01-16 06:40:17+00:00,0.949,GPLc
29043,2024-01-10 09:14:50+00:00,0.849,E85
29046,2023-11-22 09:19:06+00:00,0.999,E85
29047,2024-01-16 10:33:27+00:00,1.041,GPLc
29049,2024-01-02 10:25:13+00:00,0.849,E85
29052,2024-01-16 09:37:00+00:00,0.852,E85
29053,2024-01-16 09:40:00+00:00,0.929,GPLc
29062,2024-01-05 07:09:53+00:00,0.919,E85
29069,2024-01-08 07:55:57+00:00,0.849,E85
29088,2023-11-10 08:35:59+00:00,0.929,GPLc
29089,2024-01-16 10:58:29+00:00,0.919,E85
29099,2024-01-15 14:00:00+00:00,1.017,GPLc
29109,2024-01-05 13:49:08+00:00,0.899,E85
29115,2024-01-10 15:46:23+00:00,0.93,E85
29122,2023-07-09 13:00:00+00:00,0.999,GPLc
29124,2024-01-16 08:44:12+00:00,0.919,GPLc
29127,2024-01-16 06:00:00+00:00,0.987,GPLc
29134,2024-01-15 19:31:00+00:00,0.979,GPLc
29137,2024-01-15 10:26:18+00:00,0.949,E85
29147,2024-01-08 05:49:59+00:00,0.848,E85
29152,2023-10-02 16:45:00+00:00,1.149,GPLc
29162,2024-01-10 09:09:21+00:00,0.849,E85
29164,2024-01-16 08:25:20+00:00,0.899,E85
29173,2023-08-03 08:10:06+00:00,1.36,GPLc
29189,2024-01-02 11:49:47+00:00,1.05,E85
29193,2023-07-25 15:50:52+00:00,1.234,E85
29198,2024-01-05 08:40:56+00:00,0.848,E85
29206,2024-01-15 19:31:00+00:00,0.899,E85
29210,2024-01-11 19:33:28+00:00,0.899,E85
29214,2024-01-15 08:44:38+00:00,0.879,E85
29215,2024-01-12 08:28:29+00:00,1.009,E85
29220,2024-01-15 20:00:00+00:00,0.999,GPLc
29234,2024-01-16 07:10:51+00:00,0.869,E85
29237,2023-12-12 08:26:29+00:00,1.202,E85
29240,2024-01-15 19:31:00+00:00,0.919,E85
